Player,Pos,Age,Tm,G2018,MP,zAge,zGPlayed,zMP,zFGA,z3PA,zFTA,zTRB,zSTL,zBLK,zPTS,puntASTFV
Fred VanVleet,PG,24,TOR,64,1760,-0.45,0.57,0.76,0.49,0.92,0.06,-0.21,0.67,-0.1,0.38,224.88
Noah Vonleh,PF,23,NYK,68,1722,-0.69,0.72,0.72,0.07,-0.07,0.4,1.6,0.33,0.97,0.11,222.43
Nikola Vučević,C,28,ORL,80,2510,0.5,1.18,1.66,2.49,0.52,0.98,3.77,1.42,2.28,2.34,529.95
Dwyane Wade,SG,37,MIA,72,1885,2.65,0.87,0.91,1.45,0.7,1.03,0.38,0.73,0.52,1.16,326.5
Kemba Walker,PG,28,CHO,82,2863,0.5,1.26,2.08,3.37,3.65,2.79,0.76,2.07,0.38,3.23,609.25
Tyrone Wallace,PG,24,LAC,62,628,-0.45,0.49,-0.59,-0.52,-0.81,-0.41,-0.55,-0.45,-0.55,-0.61,74.5
Taurean Prince,SF,24,ATL,55,1552,-0.45,0.22,0.51,0.48,1.04,0.07,-0.05,0.55,-0.14,0.46,234.95
Russell Westbrook,PG,30,OKC,73,2630,0.98,0.91,1.8,2.81,1.64,2.8,3,3.31,0.35,2.36,553.15
Derrick White,PG,24,SAS,67,1728,-0.45,0.68,0.72,0.34,-0.04,0.13,0.19,0.98,0.83,0.3,210.13
Hassan Whiteside,C,29,MIA,72,1674,0.74,0.87,0.66,0.71,-0.83,1.11,3.05,0.33,3.9,0.76,322.75
Andrew Wiggins,SF,23,MIN,73,2543,-0.69,0.91,1.69,2.11,1.25,1.54,0.72,1.07,0.86,1.64,405.9
Lou Williams,SG,32,LAC,75,1993,1.46,0.99,1.04,1.92,0.89,3.08,0.06,0.67,-0.41,2,402.12
Marvin Williams,PF,32,CHO,75,2133,1.46,0.99,1.21,0.63,1.46,-0.17,0.99,1.11,1.31,0.49,283.15
Justise Winslow,SF,22,MIA,66,1959,-0.93,0.64,1,0.89,0.67,0.24,0.73,1.14,-0.14,0.64,277.4
Delon Wright,PG,26,TOT,75,1699,0.02,0.99,0.69,0.38,0.12,0.35,0.28,1.63,0.24,0.28,217.4
Thaddeus Young,PF,30,IND,81,2489,0.98,1.22,1.63,1.13,-0.02,0.23,1.58,2.72,0.45,1.04,327.5
Trae Young,PG,20,ATL,81,2503,-1.41,1.22,1.65,2.23,2.09,2.5,0.46,1.14,-0.28,2.11,450.15
Ante Žižić,C,22,CLE,59,1082,-0.93,0.37,-0.05,-0.22,-0.93,0.2,0.55,-0.7,-0.03,-0.12,145.88
Ivica Zubac,C,21,TOT,59,1040,-1.17,0.37,-0.1,-0.09,-0.93,0.15,0.77,-0.67,0.97,0.02,167.62
