Player,Pos,Age,Tm,G2019,MP,FGA,3P,3PA,FTA,TRB,STL,BLK,PTS,puntASTFV
JaVale McGee,C,32,LAL,68,1130,306,3,6,82,390,36,94,446,174.38
Rodney McGruder,SG,28,LAC,56,871,181,24,89,34,151,26,8,187,84.8
Alfonzo McKinnie,SF,27,CLE,40,593,171,14,65,31,113,23,8,182,72.62
Jordan McLaughlin,PG,23,MIN,30,590,178,29,76,39,49,34,4,229,73
Ben McLemore,SG,26,HOU,71,1619,545,181,452,67,157,45,16,715,241.78
Jordan McRae,SG,28,TOT,37,784,366,45,126,109,124,21,16,426,137.3
Nicolò Melli,C,29,NOP,60,1042,323,69,206,73,180,34,23,395,149.45
De'Anthony Melton,PG,21,MEM,60,1167,401,40,140,121,220,77,20,455,170.57
Chimezie Metu,PF,22,SAS,18,105,42,0,2,13,33,3,6,58,19.9
Khris Middleton,SF,28,MIL,62,1853,947,147,354,227,382,53,7,1297,384.05
Eric Mika,PF,25,SAC,1,19,3,0,0,2,7,0,0,6,2.28
C.J. Miles,SG,32,WAS,10,161,59,11,35,20,12,10,4,64,23.55
Malcolm Miller,SF,26,TOR,28,162,29,8,22,8,16,5,2,35,15.88
Patty Mills,PG,31,SAS,66,1485,598,154,403,112,108,53,6,767,240.75
Paul Millsap,PF,34,DEN,51,1240,438,54,124,141,293,44,30,591,199.65
Shake Milton,SG,23,PHI,40,805,277,58,135,65,88,20,7,377,115.7
Donovan Mitchell,SG,23,UTA,69,2364,1342,173,473,322,304,70,14,1655,477.65
Naz Mitrou-Long,SG,26,IND,5,47,17,2,12,0,7,1,1,14,6.33
Adam Mokoka,SG,21,CHI,11,112,28,6,15,4,10,4,0,32,11.8
Malik Monk,SG,21,CHO,55,1169,488,58,204,100,157,25,16,564,180.68
Matt Mooney,SG,22,CLE,4,19,4,0,2,0,3,2,1,2,2
E'Twaun Moore,SG,30,NOP,56,1020,437,63,167,45,131,32,11,466,154.9
Ja Morant,PG,20,MEM,67,2074,937,60,179,308,259,58,18,1193,334.42
Juwan Morgan,PF,22,UTA,21,134,26,3,8,4,29,1,2,36,14.65
Marcus Morris,SF-PF,30,TOT,62,1936,810,142,348,220,311,47,30,1033,327.83
Markieff Morris,PF,30,TOT,58,1187,458,88,228,85,218,31,17,560,192.4
Monte Morris,PG,24,DEN,73,1636,566,65,172,89,137,55,17,660,201.4
Johnathan Motley,PF,24,LAC,13,41,15,1,1,7,10,3,0,28,8.47
Emmanuel Mudiay,PG,23,UTA,54,850,327,30,87,83,126,24,10,395,124.55
Mychal Mulder,SG,25,GSW,7,204,67,16,52,12,23,2,1,77,27.25
Dejounte Murray,PG,23,SAS,66,1687,637,41,111,114,383,111,17,720,254.45
Jamal Murray,PG,22,DEN,59,1904,894,112,324,185,236,67,17,1091,325.75
Džanan Musa,SF,20,BRK,40,487,172,19,78,60,86,15,1,192,70.72
Mike Muscala,C,28,OKC,47,572,189,54,143,22,108,9,12,226,88.6
Sviatoslav Mykhailiuk,SF,22,DET,56,1265,405,115,285,70,104,41,4,504,169.3
Abdel Nader,SF,26,OKC,55,867,263,48,128,66,100,23,20,345,113.9
Larry Nance Jr.,C,27,CLE,56,1472,431,56,159,74,409,56,22,564,213.48
Shabazz Napier,PG,28,TOT,56,1344,456,76,240,153,158,69,11,578,192.9
Raul Neto,PG,27,PHI,54,668,222,34,88,47,61,24,6,275,87.47
Malik Newman,SG,22,CLE,1,4,2,0,1,2,0,0,0,2,0.7
Georges Niang,PF,26,UTA,66,923,322,90,225,24,127,18,5,392,137.98
Joakim Noah,C,34,LAC,5,50,8,0,0,8,16,1,1,14,6.03
Nerlens Noel,C,25,OKC,61,1127,269,1,3,106,300,59,91,449,160.75
Zach Norvell,SG,22,TOT,5,41,12,3,8,1,6,2,0,10,5.05
Jaylen Nowell,SG,20,MIN,15,151,53,3,26,17,13,3,1,57,19.27
Frank Ntilikina,PG,21,NYK,57,1187,333,44,137,59,121,54,16,357,129.57
Kendrick Nunn,SG,24,MIA,67,1962,914,137,391,100,180,56,15,1024,313.52
Jusuf Nurkić,C,25,POR,8,253,109,2,10,35,82,11,16,141,48.22
David Nwaba,SF,27,BRK,20,268,71,12,28,27,45,11,12,104,36.75
Royce O'Neale,PF,26,UTA,71,2049,365,92,244,55,389,59,32,450,202.62
Kyle O'Quinn,C,29,PHI,29,313,85,7,27,20,116,7,24,102,49.38
Semi Ojeleye,PF,25,BOS,69,1011,196,48,127,32,145,21,5,236,97.05
Jahlil Okafor,C,24,NOP,30,467,162,1,3,62,127,7,22,243,75.67
Elie Okobo,PG,22,PHO,55,719,181,25,71,71,90,24,4,219,79.3
Josh Okogie,SG,21,MIN,62,1547,398,41,154,191,268,68,26,533,191.6
KZ Okpala,SF,20,MIA,5,26,5,0,1,2,5,2,1,7,3.12
Victor Oladipo,SG,27,IND,19,528,246,33,104,59,75,17,4,275,89.67
Kelly Olynyk,C,28,MIA,67,1300,398,95,234,100,305,45,23,549,203.82
Miye Oni,SG,22,UTA,10,109,32,7,19,5,17,4,2,35,14.33
Cedi Osman,SF,24,CLE,65,1910,609,123,321,94,231,54,16,718,244.83
Kelly Oubre Jr.,SF,24,PHO,56,1933,826,108,307,246,361,71,40,1046,337.18
Tariq Owens,PF,24,PHO,3,15,5,0,2,2,3,1,0,4,2.07
Jeremy Pargo,PG,33,GSW,3,44,22,3,7,1,3,1,0,25,7.1
Jabari Parker,PF,24,TOT,38,917,429,32,119,81,214,45,16,531,170.35
Chandler Parsons,SF,31,ATL,5,54,18,4,14,0,7,4,1,14,7.27
Eric Paschall,PF,23,GSW,60,1654,640,37,129,212,275,32,13,837,246.02
Anžejs Pasečņiks,C,24,WAS,27,437,116,0,3,58,107,9,12,156,55.45
Patrick Patterson,PF,30,LAC,59,776,233,67,172,43,151,7,3,292,111.8
Justin Patton,C,22,OKC,5,24,10,1,4,0,5,0,0,9,3.67
Chris Paul,PG,34,OKC,70,2208,887,111,304,279,349,111,11,1232,369.22
Cameron Payne,PG,25,PHO,8,183,68,15,29,7,31,8,2,87,28.83
Elfrid Payton,PG,25,NYK,45,1246,440,14,69,86,212,70,17,449,159.57
Gary Payton II,PG,27,WAS,29,432,116,13,46,8,80,33,7,113,51.38
Norvel Pelle,C,26,PHI,24,232,48,0,1,14,72,3,31,57,30.4
Theo Pinson,SG,24,BRK,33,365,155,15,80,16,54,17,4,120,52.9
Mason Plumlee,C,29,DEN,61,1057,288,0,5,155,317,33,38,437,154.32
Jakob Poeltl,C,24,SAS,66,1171,266,0,0,86,375,37,95,372,158.4
Vincent Poirier,C,26,BOS,22,130,36,1,2,7,43,2,9,41,19.1
Shamorie Ponds,PG,21,TOR,4,11,5,1,2,2,1,0,1,9,2.6
Jordan Poole,SG,20,GSW,57,1274,502,74,265,119,118,35,10,503,176.88
Kevin Porter Jr.,SF,19,CLE,50,1162,421,53,158,101,162,46,14,498,164.93
Michael Porter Jr.,PF,21,DEN,55,903,383,62,147,72,259,27,25,512,175.45
Otto Porter,SF,26,CHI,14,331,140,24,62,27,48,15,6,167,55.27
Bobby Portis,C,24,NYK,66,1393,589,67,187,93,338,32,18,668,232.6
Kristaps Porziņģis,PF,24,DAL,57,1814,932,142,403,283,540,41,115,1164,409.5
Dwight Powell,C,28,DAL,40,1061,229,10,39,111,227,34,22,376,125.07
Norman Powell,SG,26,TOR,52,1479,598,109,273,153,190,60,21,830,249.85
Taurean Prince,SF,25,BRK,64,1857,739,146,431,89,381,57,25,773,299.8
Chasson Randle,PG,26,GSW,3,40,4,0,2,6,2,2,0,5,2.3
Julius Randle,PF,25,NYK,64,2080,1006,64,231,352,622,51,22,1248,408.58
Josh Reaves,SG,22,DAL,4,28,9,0,2,2,3,0,0,8,2.9
Cam Reddish,SF,20,ATL,58,1551,554,83,250,126,216,62,28,610,217.33
J.J. Redick,SG,35,NOP,60,1581,631,180,397,185,151,20,10,917,270.9
Naz Reid,C,20,MIN,30,495,243,32,97,53,124,19,22,269,98.85
Josh Richardson,SG,26,PHI,55,1693,646,85,249,141,174,52,36,755,238.75
Austin Rivers,SG,27,HOU,68,1594,501,96,270,111,175,49,10,596,202.6
Andre Roberson,SG,28,OKC,7,87,29,3,14,2,27,1,3,20,12.1
Duncan Robinson,SG,25,MIA,73,2166,687,270,606,72,232,35,19,983,322.75
Glenn Robinson III,SF,26,TOT,62,1786,592,77,197,86,270,54,16,727,234.43
Jerome Robinson,SG,22,TOT,63,979,310,49,153,57,129,28,17,319,122.15
Justin Robinson,PG,22,WAS,9,49,12,3,5,0,5,0,1,13,5.15
Mitchell Robinson,C,21,NYK,61,1412,341,0,0,148,428,52,119,590,209.68
Isaiah Roby,SF,21,OKC,3,11,1,0,0,0,2,0,0,0,0.62
Rajon Rondo,PG,33,LAL,48,984,328,41,125,41,142,40,2,342,123.3
Derrick Rose,PG,31,DET,50,1298,753,45,147,139,121,40,16,904,242.2
Terrence Ross,SG,28,ORL,69,1889,846,177,504,184,222,77,24,1016,334.35
Terry Rozier,PG,25,CHO,63,2164,941,172,423,190,276,61,10,1134,355.35
Ricky Rubio,PG,29,PHO,65,2016,692,78,216,226,304,94,11,847,278.55
D'Angelo Russell,PG,23,TOT,45,1452,846,158,431,199,177,48,13,1039,315.58
Domantas Sabonis,PF,23,IND,62,2159,848,17,67,296,771,47,30,1147,381.98
Luka Šamanić,PF,20,SAS,3,48,16,3,8,4,10,0,2,16,6.8
JaKarr Sampson,SF,26,IND,34,471,115,2,13,27,88,16,12,156,53.52
Dario Šarić,PF,25,PHO,66,1632,538,84,235,128,406,37,16,704,250.13
Tomáš Satoranský,PG,28,CHI,65,1878,551,64,199,121,254,80,7,644,220.6
Admiral Schofield,SF,22,WAS,33,368,92,19,61,15,47,8,4,99,40.6
Dennis Schröder,PG,26,OKC,65,1999,965,125,325,236,236,45,14,1229,351.05
Mike Scott,PF,31,PHI,68,1207,350,80,217,37,248,21,5,408,160.32
Thabo Sefolosha,PF,35,HOU,41,436,91,15,54,8,93,24,12,92,49.35
Collin Sexton,SG,21,CLE,65,2143,1086,97,255,267,204,65,7,1349,368.1
Landry Shamet,SG,22,LAC,53,1452,391,111,296,76,100,20,10,492,163.95
Marial Shayok,SG,24,PHI,4,28,12,2,6,4,7,0,1,11,4.98
Iman Shumpert,SG,29,BRK,13,241,64,8,33,7,34,12,2,54,25.15
Pascal Siakam,PF,25,TOR,60,2110,1104,131,365,303,439,61,53,1371,428.12
Chris Silva,PF,23,MIA,44,346,78,0,3,55,126,9,21,133,54.1
Ben Simmons,PG,23,PHI,57,2017,647,2,7,298,444,119,33,937,291.17
Anfernee Simons,SG,20,POR,70,1449,536,75,226,92,152,26,10,579,190.35
Alen Smailagić,PF,19,GSW,14,139,40,3,13,19,27,3,4,59,19.82
Marcus Smart,SG,25,BOS,60,1919,682,137,395,152,225,101,29,776,277.3
Dennis Smith Jr.,PG,22,NYK,34,537,211,16,54,53,78,28,8,187,72.83
Ish Smith,PG,31,WAS,68,1787,689,62,169,86,219,59,30,740,237.43
J.R. Smith,SG,34,LAL,6,79,22,1,11,2,5,1,0,17,6.73
Zhaire Smith,SG,20,PHI,7,32,11,0,3,4,2,3,0,8,3.8
Tony Snell,SF,28,DET,59,1641,382,102,254,32,111,32,15,474,158.98
Omari Spellman,PF,22,GSW,49,886,295,43,110,92,219,33,24,370,139.05
Max Strus,SG,23,CHI,2,6,3,0,1,1,1,0,0,5,1.35
Edmond Sumner,PG,24,IND,31,447,142,14,53,29,46,15,9,152,53.2
Caleb Swanigan,PF,22,TOT,27,288,47,0,2,17,100,3,7,65,32.35
Jayson Tatum,PF,21,BOS,66,2265,1226,189,469,313,460,93,57,1547,486.88
Jeff Teague,PG,31,TOT,59,1464,489,43,117,197,142,44,19,641,188.2
Garrett Temple,SG,33,BRK,62,1730,587,127,386,87,218,49,29,641,237.05
Daniel Theis,C,27,BOS,65,1566,426,32,96,114,426,37,84,601,221.55
Isaiah Thomas,PG,30,WAS,40,925,426,78,189,76,68,13,6,488,147.38
Khyri Thomas,SG,23,DET,8,61,17,5,14,4,1,3,0,17,6.9
Lance Thomas,SF,31,BRK,7,98,23,4,13,4,13,0,0,24,9.45
Matt Thomas,SG,25,TOR,41,440,150,47,99,12,61,10,1,202,68.02
Tristan Thompson,C,28,CLE,57,1721,562,9,23,161,577,33,50,684,255.88
Sindarius Thornwell,SG,25,NOP,2,35,11,2,4,4,4,1,1,16,4.9
Matisse Thybulle,SG,22,PHI,65,1287,265,56,157,41,107,94,47,305,127.52
Anthony Tolliver,PF,34,TOT,55,872,182,49,145,29,154,19,11,200,93.38
Juan Toscano-Anderson,SF,26,GSW,13,272,63,8,23,5,52,13,5,69,29.38
Karl-Anthony Towns,C,24,MIN,35,1187,622,114,277,226,378,33,42,926,294.85
Gary Trent Jr.,SG,21,POR,61,1332,441,112,268,45,100,48,16,541,177.25
Allonzo Trier,PG,24,NYK,24,291,106,19,53,43,29,3,4,155,45.68
P.J. Tucker,PF,34,HOU,72,2467,426,107,299,48,476,77,36,500,237.05
Rayjon Tucker,SG,22,UTA,20,161,43,3,17,23,20,1,1,62,19.65
Evan Turner,PG,31,ATL,19,251,67,0,5,14,38,9,8,62,25.2
Myles Turner,C,23,IND,62,1826,587,86,250,169,407,46,132,749,282.68
Jarrod Uthoff,SF,26,TOT,7,53,18,3,9,2,6,1,0,19,6.9
Jonas Valančiūnas,C,27,MEM,70,1845,739,32,91,200,788,30,76,1044,364.58
Denzel Valentine,SF,26,CHI,36,488,237,46,137,8,74,26,6,246,89.47
Jarred Vanderbilt,SF-PF,20,TOT,11,46,8,0,1,2,9,3,1,12,5.25
Fred VanVleet,PG,25,TOR,54,1928,773,146,374,198,203,100,17,952,304.55
Gabe Vincent,PG,23,MIA,9,83,37,6,27,0,5,5,0,22,11.4
Noah Vonleh,C-PF,24,TOT,36,377,92,3,15,32,124,11,6,132,52.65
Nikola Vučević,C,29,ORL,62,1998,1033,98,289,167,673,54,47,1215,418.2
Dean Wade,PF,23,CLE,12,71,13,2,4,1,19,2,4,20,9.05
Moritz Wagner,C,22,WAS,45,835,266,25,80,95,219,28,19,393,132.88
Dion Waiters,SG,28,TOT,10,207,99,15,47,17,24,4,6,111,35.88
Kemba Walker,PG,29,BOS,56,1742,889,180,473,242,217,48,28,1145,350.25
Lonnie Walker,SG,21,SAS,61,988,357,41,101,61,139,32,14,389,132.4
Tyrone Wallace,SG,25,ATL,14,160,44,1,15,17,22,7,1,40,17.05
Derrick Walton,PG,24,TOT,26,248,39,10,24,9,16,7,0,53,19.42
Brad Wanamaker,PG,30,BOS,71,1369,362,37,102,136,144,61,14,487,154.33
T.J. Warren,SF,26,IND,67,2202,997,91,226,204,280,78,34,1326,367.8
P.J. Washington,PF,21,CHO,58,1759,589,86,230,136,316,51,44,710,248.45
Yuta Watanabe,SG,25,MEM,18,105,34,3,8,8,20,5,1,36,14.53
Tremont Waters,PG,22,BOS,11,119,49,4,24,8,12,10,2,40,17.02
Paul Watson,SF-SG,25,TOT,10,87,26,4,12,9,17,4,1,31,12.38
Quinndary Weatherspoon,SG,23,SAS,11,78,17,1,5,2,7,3,1,12,6.28
Russell Westbrook,PG,31,HOU,57,2049,1281,55,213,380,451,93,20,1553,452.95
Coby White,SG,19,CHI,65,1674,792,133,376,129,230,49,6,859,285.47
Derrick White,SG,25,SAS,68,1677,552,79,216,211,223,44,59,765,241.45
Hassan Whiteside,C,30,POR,67,2008,702,4,7,239,905,26,196,1040,387.25
Andrew Wiggins,SF-SG,24,TOT,54,1858,978,111,334,268,274,45,53,1175,356.85
Grant Williams,PF,21,BOS,69,1043,211,24,96,54,178,30,36,237,105.4
Johnathan Williams,C,24,WAS,15,180,34,0,2,13,64,1,8,45,21.9
Kenrich Williams,PF,25,NOP,39,832,147,25,97,26,186,27,21,136,81.42
Lou Williams,SG,33,LAC,65,1864,936,111,315,339,201,43,12,1185,339.45
Marvin Williams,PF,33,TOT,58,1129,267,56,156,57,183,36,30,343,132.83
Robert Williams,C,22,BOS,29,388,88,0,0,34,128,22,35,150,59.18
Nigel Williams-Goss,PG,25,UTA,10,50,16,2,7,2,6,3,1,14,6.47
Zion Williamson,PF,19,NOP,24,668,360,6,14,178,150,16,9,540,142.25
D.J. Wilson,PF,23,MIL,37,363,132,18,73,18,92,3,5,133,56.23
Justise Winslow,SF,23,MIA,11,352,129,6,27,27,73,7,5,124,46.1
Christian Wood,PF,24,DET,62,1325,508,54,140,242,390,34,54,810,257.75
Delon Wright,SG,27,DAL,73,1570,411,47,127,100,280,85,22,504,188.02
Justin Wright-Foreman,PG,22,UTA,4,45,20,2,10,4,5,2,0,19,6.92
Thaddeus Young,PF,31,CHI,64,1591,601,79,222,72,315,92,23,659,241.9
Trae Young,PG,21,ATL,60,2120,1249,205,568,559,255,65,8,1778,497.02
Cody Zeller,C,27,CHO,58,1341,479,18,75,179,411,40,25,642,220.72
Tyler Zeller,C,30,SAS,2,4,4,0,0,0,4,0,0,2,1.4
Ante Žižić,C,23,CLE,22,221,72,0,0,19,66,7,5,96,33.5
Ivica Zubac,C,22,LAC,72,1326,385,0,2,166,543,16,66,596,220.6
