Player,Pos,Age,Tm,G2019,MP,FGA,3P,3PA,FTA,TRB,AST,STL,BLK,PTS,puntPctFV
Pat Connaughton,SG,27,MIL,67,1243,301,55,166,40,284,107,25,31,360,150.8
Quinn Cook,PG,26,LAL,44,508,214,31,85,14,51,49,12,2,224,74.65
Tyler Cook,PF,22,TOT,13,54,12,0,0,8,14,1,3,0,23,7.5
Robert Covington,PF-C,29,TOT,70,2137,723,161,480,124,463,88,115,93,870,324.38
Allen Crabbe,SG,27,TOT,37,653,177,36,119,14,77,33,15,4,172,68
Torrey Craig,SF,29,DEN,58,1072,269,45,138,36,189,47,23,36,315,119.8
Jamal Crawford,SG,39,BRK,1,6,4,1,2,0,0,3,0,0,5,1.68
Jae Crowder,SF,29,TOT,65,1875,563,135,394,125,384,161,72,24,684,263.12
Jarrett Culver,SG,20,MIN,63,1506,569,66,221,117,212,110,57,38,580,206.83
Seth Curry,SG,29,DAL,64,1576,574,145,321,97,145,124,38,9,793,233.8
Stephen Curry,PG,31,GSW,5,139,82,12,49,26,26,33,5,2,104,34.13
Troy Daniels,SG,28,TOT,47,532,186,46,132,16,52,17,11,3,200,69.1
Anthony Davis,PF,26,LAL,62,2131,1096,72,218,525,577,200,91,143,1618,474.1
Ed Davis,C,30,UTA,28,303,46,0,0,14,105,12,11,9,51,30.55
Terence Davis,SG,22,TOR,72,1209,436,94,242,59,237,115,39,14,543,190.48
Dewayne Dedmon,C,30,TOT,44,774,255,22,107,36,249,22,25,41,256,111.38
Matthew Dellavedova,PG,29,CLE,57,821,175,21,91,37,75,180,20,2,177,86.1
DeMar DeRozan,SF,30,SAS,68,2316,1049,9,35,451,375,380,70,20,1504,417.55
Cheick Diallo,C,23,PHO,47,479,142,1,3,39,131,22,11,12,219,68.32
Hamidou Diallo,SF,21,OKC,46,896,296,16,57,63,167,36,37,9,318,109.95
Gorgui Dieng,C,30,TOT,63,1096,364,54,152,101,354,73,51,59,464,181.78
Spencer Dinwiddie,SG,26,BRK,64,1994,1021,123,400,446,221,432,40,21,1318,404.35
Donte DiVincenzo,SG,23,MIL,66,1520,510,83,247,86,318,154,85,20,610,227.13
Luka Dončić,PG,20,DAL,61,2047,1255,171,541,562,573,538,62,14,1759,556.52
Luguentz Dort,SG,20,OKC,36,820,218,30,101,53,81,27,31,4,244,82.25
Damyean Dotson,SG,25,NYK,48,836,290,59,163,33,91,57,23,4,321,109.48
Sekou Doumbouya,SF,19,DET,38,754,236,28,98,46,118,19,20,8,243,86.3
PJ Dozier,PG,23,DEN,29,412,157,17,49,29,55,63,14,6,168,61
Goran Dragić,PG,33,MIA,59,1663,724,124,338,246,187,301,40,10,953,298.65
Andre Drummond,C,26,TOT,57,1879,784,5,35,294,864,152,109,93,1010,370.78
Jared Dudley,SF,34,LAL,45,364,60,18,42,2,52,28,15,3,68,34.07
Kris Dunn,PG,25,CHI,51,1269,342,29,112,54,186,173,101,17,373,154.12
Carsen Edwards,SG,21,BOS,37,351,128,24,76,19,47,24,12,4,121,48.25
Henry Ellenson,PF,23,BRK,5,15,7,0,4,0,6,1,0,0,2,2.4
Wayne Ellington,SG,32,NYK,36,558,174,50,143,13,65,44,13,4,183,71.2
Joel Embiid,C,25,PHI,51,1506,801,57,172,435,593,152,45,65,1172,362.47
James Ennis,SF,29,TOT,69,1265,359,55,169,98,245,63,35,22,454,159.85
Drew Eubanks,PF,22,SAS,22,272,67,1,1,26,85,15,5,17,107,37.78
Jacob Evans,SG,22,TOT,29,418,134,13,39,29,41,31,11,12,128,47.42
Dante Exum,SG,24,TOT,35,485,119,15,43,43,67,40,13,8,159,55.12
Tacko Fall,C,24,BOS,7,33,14,0,0,3,15,1,1,4,23,7.5
Derrick Favors,C,28,NOP,51,1243,339,1,7,71,501,81,30,46,459,179.57
Cristiano Felício,PF,27,CHI,22,386,54,0,2,23,102,16,10,2,86,34.73
Terrance Ferguson,SF,21,OKC,56,1257,220,49,168,20,74,51,27,17,220,88.62
Bruno Fernando,C,21,ATL,56,713,199,5,37,51,198,49,18,17,240,92.98
Yogi Ferrell,PG,26,SAC,50,530,188,24,79,42,49,69,18,4,218,74.7
Dorian Finney-Smith,PF,26,DAL,71,2120,522,114,303,108,405,114,45,39,678,246.9
Bryn Forbes,SG,26,SAS,63,1579,581,148,381,90,126,108,33,0,707,220.68
Evan Fournier,SG,27,ORL,66,2076,929,173,434,220,171,209,71,15,1221,353.22
De'Aaron Fox,PG,22,SAC,51,1634,815,54,185,342,196,348,74,25,1077,323.52
Melvin Frazier,SG,23,ORL,19,126,34,8,16,4,10,3,9,2,40,14.53
Michael Frazier,SG,25,HOU,13,145,29,4,23,14,10,2,2,0,27,10.9
Tim Frazier,PG,29,DET,27,355,94,10,30,24,33,93,14,4,97,44.65
Markelle Fultz,PG,21,ORL,72,1996,772,36,135,159,238,369,90,11,870,294.18
Wenyen Gabriel,PF,22,TOT,30,235,48,6,20,22,52,8,11,7,63,26.83
Daniel Gafford,C,21,CHI,43,609,134,0,0,60,106,21,13,56,220,70.12
Danilo Gallinari,PF,31,OKC,62,1834,817,178,439,298,322,119,42,5,1160,339.55
Langston Galloway,SG,28,DET,66,1702,542,132,331,85,149,101,48,11,677,214.27
Darius Garland,PG,20,CLE,59,1824,699,105,296,72,111,229,42,4,728,240.68
Marc Gasol,C,35,TOR,44,1161,279,57,148,49,275,147,34,38,331,148.65
Rudy Gay,PF,33,SAS,67,1461,596,74,220,136,362,114,35,33,726,245.18
Paul George,SF,29,LAC,48,1419,782,157,381,217,272,185,68,20,1033,319.22
Taj Gibson,C,34,NYK,62,1025,286,4,14,56,267,52,27,30,379,130.12
Harry Giles,PF,21,SAC,46,667,251,0,2,49,188,60,22,18,316,105.38
Shai Gilgeous-Alexander,SG,21,OKC,70,2428,1015,87,251,357,412,232,79,47,1331,399.55
Rudy Gobert,C,27,UTA,68,2333,557,0,0,403,916,101,51,135,1026,349.5
Brandon Goodwin,PG,24,ATL,34,430,190,26,87,30,72,51,12,4,206,72.38
Aaron Gordon,PF,24,ORL,62,2017,767,73,237,224,475,228,51,39,894,316.98
Eric Gordon,SF,31,HOU,36,1016,463,96,303,107,71,54,23,13,520,161.55
Devonte' Graham,PG,24,CHO,63,2211,963,218,585,233,212,471,62,15,1145,396.02
Treveon Graham,SG,26,TOT,55,929,242,33,120,56,150,45,24,6,243,97.53
Jerami Grant,PF,25,DEN,71,1892,634,98,252,196,248,88,50,57,851,257.78
Jerian Grant,PG,27,WAS,6,80,27,2,8,7,6,9,1,1,27,9.43
Josh Gray,PG,26,NOP,2,23,2,0,0,0,2,2,0,0,2,1.1
Danny Green,SG,32,LAL,68,1687,474,120,327,48,225,91,85,32,547,204.55
Draymond Green,PF,29,GSW,43,1222,316,36,129,83,266,266,59,33,345,168.07
JaMychal Green,PF,29,LAC,63,1307,352,92,238,48,388,49,29,24,430,177.22
Javonte Green,SF,26,BOS,48,468,126,9,33,42,93,26,24,8,163,59.05
Jeff Green,PF-C,33,TOT,48,960,344,62,183,91,133,50,26,19,453,140.75
Blake Griffin,PF,30,DET,18,512,250,27,111,98,84,59,7,7,279,91.55
Marko Guduric,SG,24,MEM,44,484,157,25,83,26,73,45,12,8,173,65.18
Kyle Guy,SG,22,SAC,3,10,5,0,3,0,1,1,0,0,4,1.62
Rui Hachimura,PF,21,WAS,48,1444,545,25,87,140,294,87,37,8,649,202.82
Devon Hall,SG,24,OKC,11,81,30,4,17,8,7,13,4,1,20,10.9
Donta Hall,PF,22,TOT,9,133,22,0,0,18,38,4,3,6,39,14.57
Dusty Hannahs,SG,26,MEM,2,13,9,2,3,2,1,0,0,0,12,3.08
Tim Hardaway Jr.,SG,27,DAL,71,2091,884,204,513,182,232,137,41,5,1121,336.32
James Harden,SG,30,HOU,68,2483,1514,299,843,800,446,512,125,60,2335,683.3
Maurice Harkless,SF,26,TOT,62,1427,283,34,98,66,240,68,58,33,357,137.4
Jared Harper,PG,22,PHO,3,8,4,0,2,0,0,0,0,0,2,0.98
Montrezl Harrell,C,26,LAC,63,1749,812,0,18,351,445,107,39,72,1173,325.1
Gary Harris,SG,25,DEN,56,1780,519,70,210,92,163,118,76,14,581,194.9
Joe Harris,SF,28,BRK,69,2123,784,172,406,89,298,144,41,17,998,310.55
Tobias Harris,PF,27,PHI,72,2469,1173,131,357,216,495,227,53,40,1411,437.3
Shaquille Harrison,SF,26,CHI,43,484,165,16,42,50,86,49,34,19,209,74.3
Josh Hart,SF,24,NOP,65,1755,532,121,354,115,425,108,63,23,656,250.12
Isaiah Hartenstein,C,21,HOU,23,266,67,0,5,28,90,18,9,12,107,38.88
Udonis Haslem,PF,39,MIA,4,44,11,1,3,4,16,1,0,0,12,5.38
Jaxson Hayes,C,19,NOP,64,1080,259,1,4,190,259,56,26,55,472,144.25
Gordon Hayward,SF,29,BOS,52,1740,700,85,222,145,348,212,38,22,909,288.25
John Henson,PF,29,TOT,40,600,171,8,36,46,162,54,24,42,221,86.73
Dewan Hernandez,C,23,TOR,6,28,14,1,2,5,14,3,1,0,14,6.18
Juan Hernangómez,PF,24,TOT,48,833,247,44,129,71,197,40,19,9,288,110.05
Willy Hernangómez,C,25,CHO,31,375,139,5,22,59,134,29,10,7,190,65.55
Tyler Herro,SG,20,MIA,55,1508,631,116,298,100,224,121,34,9,743,237.6
Kevin Hervey,PF,23,OKC,10,52,27,3,20,0,12,5,1,1,17,9.25
Mario Hezonja,PF,24,POR,53,871,218,24,78,59,184,50,36,9,256,100.42
Buddy Hield,SG,27,SAC,72,2216,1162,271,688,136,328,213,66,17,1382,437.25
George Hill,PG,33,MIL,59,1271,376,81,176,101,177,180,47,5,554,181.82
Solomon Hill,SF,28,TOT,59,1088,278,63,171,54,165,104,43,12,323,129.3
Jaylen Hoard,SF,20,POR,13,103,32,0,3,13,32,4,5,0,38,14.53
Aaron Holiday,PG,23,IND,66,1617,563,87,221,87,156,225,55,16,627,218.05
Jrue Holiday,SG,29,NOP,61,2117,1006,122,346,182,293,408,99,48,1167,391.1
Justin Holiday,SG,30,IND,73,1826,486,134,331,67,238,93,87,46,603,219.08
Rondae Hollis-Jefferson,SF,25,TOR,60,1122,329,3,23,143,283,106,46,23,418,151.93
Richaun Holmes,C,26,SAC,44,1242,344,0,0,118,358,42,41,56,539,170.15
Rodney Hood,SF,27,POR,21,619,172,35,71,27,72,32,17,4,230,70.88
Al Horford,C,33,PHI,67,2025,709,99,283,80,456,270,52,61,798,306.6
Talen Horton-Tucker,SG,19,LAL,6,81,30,4,13,4,7,6,8,1,34,11.6
Danuel House,SF,26,HOU,63,1913,539,129,355,90,267,85,67,34,662,230.9
Dwight Howard,C,34,LAL,69,1306,277,3,5,214,507,45,31,79,517,186.15
William Howard,PF,26,HOU,2,13,4,0,4,0,2,1,0,0,0,1.12
Kevin Huerter,SG,21,ATL,56,1760,610,127,334,64,228,213,51,27,684,246.57
De'Andre Hunter,SF,22,ATL,63,2018,683,108,304,144,286,112,44,18,778,257.38
Chandler Hutchison,SF,23,CHI,28,527,175,12,38,78,108,26,27,7,218,72.9
Serge Ibaka,C,30,TOR,55,1485,670,70,182,124,452,77,28,46,845,271.33
Andre Iguodala,SG,36,MIA,21,418,88,14,47,15,78,51,14,21,96,47
Ersan İlyasova,PF,32,MIL,63,986,313,50,137,87,302,49,24,17,414,150.8
Joe Ingles,SF,32,UTA,72,2137,553,141,353,94,278,373,65,11,707,274.05
Brandon Ingram,PF,22,NOP,62,2104,1096,150,384,368,380,259,61,38,1477,434.52
Kyrie Irving,PG,27,BRK,20,658,416,56,142,102,103,128,27,10,548,160.35
Jonathan Isaac,SF,22,ORL,34,980,332,32,94,77,231,48,53,78,404,147.32
Wesley Iwundu,SF,25,ORL,52,953,233,28,82,97,131,60,25,13,300,102.65
Frank Jackson,PG,21,NOP,59,797,331,47,144,75,83,61,17,4,371,118.3
Jaren Jackson Jr.,C,20,MEM,57,1622,753,145,368,186,262,78,40,92,990,299.88
Josh Jackson,SG,22,MEM,22,381,159,23,72,50,66,35,18,9,198,65.45
Justin Jackson,PF,24,DAL,65,1045,341,48,163,50,154,52,15,10,360,127.05
Reggie Jackson,PG,29,TOT,31,743,326,57,145,54,92,126,13,5,370,124.98
Justin James,SG,23,SAC,36,232,84,9,29,21,32,18,6,9,89,33.23
LeBron James,PG,35,LAL,67,2316,1303,148,425,381,525,684,78,36,1698,558.52
Amile Jefferson,PF,26,ORL,18,74,14,0,0,14,23,4,1,3,15,8.85
DaQuan Jeffries,SG,22,SAC,13,141,40,5,18,6,18,7,4,1,50,16.52
Ty Jerome,PG,22,PHO,31,328,113,14,50,16,46,44,15,3,102,44.17
Alize Johnson,SF,23,IND,17,118,29,3,8,10,48,7,3,2,34,16.88
B.J. Johnson,SF,24,ORL,10,83,32,3,9,10,15,3,3,0,30,11.33
Cameron Johnson,PF,23,PHO,57,1255,405,106,272,57,187,69,36,20,504,172.4
James Johnson,PF,32,TOT,32,619,215,33,91,48,118,74,25,32,270,97.82
Keldon Johnson,SF,20,SAS,17,301,89,13,22,44,57,15,14,2,154,43.93
Stanley Johnson,PF,23,TOR,25,150,59,7,24,16,37,20,6,4,60,25.95
Tyler Johnson,SG,27,TOT,39,709,250,38,119,50,76,74,16,9,274,95.05
Nikola Jokić,C,24,DEN,73,2336,1071,80,255,301,711,512,85,44,1456,491.85
Damian Jones,C,24,ATL,55,887,178,2,9,84,206,35,26,40,306,101.3
Derrick Jones Jr.,SF,22,MIA,59,1375,349,37,132,123,233,62,58,38,500,164.07
Tyus Jones,PG,23,MEM,65,1232,429,47,124,58,103,285,59,6,484,177.25
DeAndre Jordan,C,31,BRK,56,1234,287,0,0,122,561,105,18,52,465,186.08
Cory Joseph,PG,28,SAC,72,1759,412,56,159,70,188,251,53,21,458,183.28
Mfiondu Kabengele,C,22,LAC,12,64,32,9,20,5,11,2,2,2,42,13.5
Frank Kaminsky,C,26,PHO,39,777,307,41,124,90,176,75,14,10,378,127.8
Enes Kanter,C,27,BOS,58,983,348,1,7,99,431,56,22,41,469,169.45
Luke Kennard,SG,23,DET,28,922,342,73,183,75,98,115,12,6,442,138.75
Stanton Kidd,SF,27,UTA,4,15,3,0,1,0,3,1,0,0,0,1.15
Michael Kidd-Gilchrist,SF-PF,26,TOT,25,281,66,5,20,14,67,14,2,6,60,28.95
Louis King,SF,20,DET,10,62,21,4,11,3,10,5,2,0,20,8.5
Maxi Kleber,C,28,DAL,74,1890,514,119,319,93,388,88,25,83,672,244.12
Brandon Knight,PG,28,TOT,25,462,167,45,131,34,41,69,10,3,183,68.72
Kevin Knox,SF,20,NYK,65,1166,401,65,199,101,184,61,23,28,419,153.33
John Konchar,SG,23,MEM,19,181,37,5,10,2,47,22,7,3,54,22.8
Furkan Korkmaz,SG,22,PHI,72,1559,563,143,356,102,168,79,41,16,704,222.35
Luke Kornet,C,24,CHI,36,559,187,31,108,28,84,32,11,26,215,76.6
Kyle Korver,SF,38,MIL,58,960,293,99,237,41,122,68,26,12,386,133.18
Rodions Kurucs,PF,21,BRK,47,684,177,33,90,38,137,51,25,5,215,84.1
Kyle Kuzma,PF,24,LAL,61,1526,668,86,272,155,273,80,28,26,782,246.07
Skal Labissière,C,23,POR,33,567,147,3,13,33,169,42,7,31,190,73.82
Jeremy Lamb,SG,27,IND,46,1291,479,53,158,110,200,96,55,22,577,186.05
Romeo Langford,SG,20,BOS,32,370,80,5,27,25,41,13,8,8,79,31.5
Zach LaVine,SG,24,CHI,60,2085,1199,184,484,334,289,254,88,28,1530,448.98
Vic Law,SF,24,ORL,8,62,18,1,7,6,11,3,2,0,15,6.88
Jake Layman,PF,25,MIN,23,505,179,24,72,32,57,15,17,10,210,65.05
T.J. Leaf,PF,22,IND,28,222,86,5,18,16,71,9,10,4,84,34.75
Jalen Lecque,PG,19,PHO,5,32,10,0,4,2,2,2,0,0,10,3.38
Courtney Lee,SG,34,DAL,24,345,82,21,47,7,32,12,18,6,107,36.5
Damion Lee,SG,27,GSW,49,1423,511,85,239,126,239,133,50,6,621,209.5
Alex Len,C,26,TOT,55,970,319,16,59,105,321,50,23,48,438,153.2
Kawhi Leonard,SF,28,LAC,57,1848,1133,123,325,402,402,280,103,33,1543,451.3
Meyers Leonard,C,27,MIA,51,1034,234,53,128,28,260,55,14,15,309,121.25
Caris LeVert,SG,25,BRK,45,1330,732,80,220,197,189,199,53,10,842,262.12
Damian Lillard,PG,29,POR,66,2474,1349,270,674,518,284,530,70,22,1978,574
Nassir Little,PF,19,POR,48,573,151,14,59,44,108,22,13,14,172,65.28
Kevon Looney,C,23,GSW,20,262,79,1,14,12,66,20,12,6,68,32
Brook Lopez,C,31,MIL,68,1817,671,102,325,152,312,99,46,163,813,281.58
Robin Lopez,C,31,MIL,66,958,299,35,105,53,161,45,10,45,357,122.17
Kevin Love,PF,31,CLE,56,1780,727,146,390,219,547,178,33,19,987,336.98
Kyle Lowry,PG,33,TOR,58,2098,803,164,466,343,292,433,82,26,1126,377.8
Timothé Luwawu-Cabarrot,SG,24,BRK,47,853,269,62,160,81,127,29,18,7,365,114.9
Trey Lyles,PF,24,SAS,63,1271,343,65,168,45,361,69,28,28,404,166.3
Daryl Macon,SG,24,MIA,4,14,3,1,2,0,0,1,0,0,3,1.3
J.P. Macura,SG,24,CLE,1,1,0,0,0,0,0,0,0,0,0,0.07
Josh Magette,PG,30,ORL,8,38,15,1,4,2,6,5,3,1,12,5.82
Ian Mahinmi,C,33,WAS,38,808,210,5,26,113,218,49,31,44,283,106.6
Thon Maker,C,22,DET,60,776,193,22,64,110,167,43,25,39,281,101.33
Terance Mann,SG,23,LAC,41,362,79,7,20,27,55,53,11,5,99,41.23
Boban Marjanović,C,31,DAL,44,422,211,4,17,57,197,20,8,10,289,92.58
Lauri Markkanen,PF,22,CHI,50,1492,591,109,317,153,313,74,42,23,737,242.05
Caleb Martin,SF,24,CHO,18,317,84,20,37,21,38,23,12,7,111,38
Cody Martin,SF,24,CHO,48,903,207,18,77,65,158,95,39,9,238,98.95
Jeremiah Martin,PG,23,BRK,9,99,53,5,18,14,10,18,7,2,64,20.35
Kelan Martin,SF,24,MIN,31,495,181,25,96,31,96,23,7,9,197,70
Frank Mason III,PG,25,MIL,9,118,51,6,21,17,19,29,5,1,62,22.35
Garrison Mathews,SG,23,WAS,18,227,56,19,46,34,24,10,8,1,98,29.62
Wesley Matthews,SG,33,MIL,67,1635,422,108,297,68,166,92,38,9,494,174.45
Luc Mbah a Moute,PF,33,HOU,3,25,5,0,2,2,2,0,2,0,5,2
Patrick McCaw,SF,24,TOR,37,908,162,23,71,18,86,79,39,4,170,72.53
CJ McCollum,SG,28,POR,70,2556,1356,194,512,185,297,310,54,42,1556,472.85
T.J. McConnell,PG,27,IND,71,1326,411,5,17,42,189,355,56,11,464,183.2
Jalen McDaniels,PF,22,CHO,16,293,70,9,24,17,65,13,8,3,89,32.97
Doug McDermott,PF,28,IND,69,1372,547,128,294,58,174,78,12,5,710,211.2
JaVale McGee,C,32,LAL,68,1130,306,3,6,82,390,37,36,94,446,163.73
Rodney McGruder,SG,28,LAC,56,871,181,24,89,34,151,36,26,8,187,81
Alfonzo McKinnie,SF,27,CLE,40,593,171,14,65,31,113,14,23,8,182,68.03
Jordan McLaughlin,PG,23,MIN,30,590,178,29,76,39,49,125,34,4,229,82.85
Ben McLemore,SG,26,HOU,71,1619,545,181,452,67,157,58,45,16,715,226.08
Jordan McRae,SG,28,TOT,37,784,366,45,126,109,124,93,21,16,426,137.9
Nicolò Melli,C,29,NOP,60,1042,323,69,206,73,180,82,34,23,395,145.08
De'Anthony Melton,PG,21,MEM,60,1167,401,40,140,121,220,175,77,20,455,177
Chimezie Metu,PF,22,SAS,18,105,42,0,2,13,33,10,3,6,58,19.72
Khris Middleton,SF,28,MIL,62,1853,947,147,354,227,382,265,53,7,1297,387.92
Eric Mika,PF,25,SAC,1,19,3,0,0,2,7,0,0,0,6,2.05
C.J. Miles,SG,32,WAS,10,161,59,11,35,20,12,12,10,4,64,22.75
Malcolm Miller,SF,26,TOR,28,162,29,8,22,8,16,11,5,2,35,15.72
Patty Mills,PG,31,SAS,66,1485,598,154,403,112,108,118,53,6,767,234.6
Paul Millsap,PF,34,DEN,51,1240,438,54,124,141,293,83,44,30,591,192.88
Shake Milton,SG,23,PHI,40,805,277,58,135,65,88,104,20,7,377,119.38
Donovan Mitchell,SG,23,UTA,69,2364,1342,173,473,322,304,294,70,14,1655,480.5
Naz Mitrou-Long,SG,26,IND,5,47,17,2,12,0,7,8,1,1,14,6.75
Adam Mokoka,SG,21,CHI,11,112,28,6,15,4,10,4,4,0,32,11.32
